2022-11-04 12:14:48.384810,file.txt,OPEN
2022-11-04 12:14:48.384810,file.txt,CLOSE
2022-11-04 12:15:02.669147,file.txt,OPEN
2022-11-04 12:15:02.669147,file.txt,CLOSE
2022-11-04 12:15:15.024047,file.txt,OPEN
2022-11-04 12:15:15.024047,file.txt,CLOSE
2022-11-04 12:16:06.266544,file.txt,OPEN
2022-11-04 12:16:06.266544,file.txt,CLOSE
2022-11-04 12:47:07.614434,file.txt,OPEN
2022-11-04 12:47:07.614434,file.txt,CLOSE
2022-11-04 12:48:46.749755,file.txt,OPEN
2022-11-04 12:48:46.749755,file.txt,CLOSE
2022-11-04 12:50:51.352495,file.txt,OPEN
2022-11-04 12:50:51.352495,file.txt,CLOSE
2022-11-04 12:51:01.724239,file.txt,OPEN
2022-11-04 12:51:01.724239,file.txt,CLOSE
2022-11-04 12:51:20.819577,file.txt,OPEN
2022-11-04 12:51:20.819577,file.txt,CLOSE
2022-11-04 12:51:36.943645,file.txt,OPEN
2022-11-04 12:51:36.943645,file.txt,CLOSE
2022-11-04 12:53:15.847415,file.txt,OPEN
2022-11-04 12:53:15.847415,file.txt,CLOSE
2022-11-04 12:53:34.874256,file.txt,OPEN
2022-11-04 12:53:34.874256,file.txt,CLOSE
2022-11-04 12:53:57.287561,file.txt,OPEN
2022-11-04 12:53:57.287561,file.txt,CLOSE
2022-11-04 12:54:07.641724,file.txt,OPEN
2022-11-04 12:54:07.641724,file.txt,CLOSE
2022-11-04 13:05:04.294596,file.txt,OPEN
2022-11-04 13:05:04.294596,file.txt,CLOSE
2022-11-04 13:05:48.801253,file.txt,OPEN
2022-11-04 13:05:48.801253,file.txt,CLOSE
2022-11-04 13:09:34.510924,file.txt,OPEN
2022-11-04 13:09:34.510924,file.txt,CLOSE
2022-11-04 13:10:27.586738,file.txt,OPEN
2022-11-04 13:10:27.586738,file.txt,CLOSE
2022-11-04 13:11:48.580582,file.txt,OPEN
2022-11-04 13:11:48.580582,file.txt,CLOSE
2022-11-04 13:12:17.559987,file.txt,OPEN
2022-11-04 13:12:17.559987,file.txt,CLOSE
2022-11-04 13:14:07.384949,file.txt,OPEN
2022-11-04 13:14:07.384949,file.txt,CLOSE
2022-11-04 13:16:14.981664,file.txt,OPEN
2022-11-04 13:16:14.981664,file.txt,CLOSE
2022-11-04 13:18:33.365176,file.txt,OPEN
2022-11-04 13:18:33.365176,file.txt,CLOSE
2022-11-04 13:18:54.238457,file.txt,OPEN
2022-11-04 13:18:54.238457,file.txt,CLOSE
2022-11-04 13:20:08.948410,file.txt,OPEN
2022-11-04 13:20:08.948410,file.txt,CLOSE
2022-11-04 13:47:11.421311,file.txt,OPEN
2022-11-04 13:47:11.421311,file.txt,CLOSE
2022-11-04 13:48:53.141727,file.txt,OPEN
2022-11-04 13:48:53.141727,file.txt,CLOSE
2022-11-04 13:49:06.229846,file.txt,OPEN
2022-11-04 13:49:06.229846,file.txt,CLOSE
2022-11-04 13:50:12.908079,file.txt,OPEN
2022-11-04 13:50:12.908079,file.txt,CLOSE
2022-11-04 13:52:57.704684,file.txt,OPEN
2022-11-04 13:52:57.704684,file.txt,CLOSE
2022-11-04 13:53:27.717308,file.txt,OPEN
2022-11-04 13:53:27.717308,file.txt,CLOSE
2022-11-04 13:54:50.956460,file.txt,OPEN
2022-11-04 13:54:50.956460,file.txt,CLOSE
2022-11-04 13:55:37.787960,file.txt,OPEN
2022-11-04 13:55:37.787960,file.txt,CLOSE
2022-11-04 13:55:55.429529,file.txt,OPEN
2022-11-04 13:55:55.429529,file.txt,CLOSE
2022-11-04 13:59:10.430590,file.txt,OPEN
2022-11-04 13:59:10.430590,file.txt,CLOSE
2022-11-04 13:59:22.909568,file.txt,OPEN
2022-11-04 13:59:22.909568,file.txt,CLOSE
2022-11-04 13:59:41.771224,file.txt,OPEN
2022-11-04 13:59:41.771224,file.txt,CLOSE
2022-11-04 13:59:59.097359,file.txt,OPEN
2022-11-04 13:59:59.097359,file.txt,CLOSE
2022-11-04 14:01:14.551065,file.txt,OPEN
2022-11-04 14:01:14.551065,file.txt,CLOSE
2022-11-04 14:04:31.371552,file.txt,OPEN
2022-11-04 14:04:31.371552,file.txt,CLOSE
2022-11-04 14:05:18.945567,file.txt,OPEN
2022-11-04 14:05:18.945567,file.txt,CLOSE
2022-11-04 14:05:36.956703,file.txt,OPEN
2022-11-04 14:05:36.956703,file.txt,CLOSE
2022-11-04 14:05:51.505281,file.txt,OPEN
2022-11-04 14:05:51.505281,file.txt,CLOSE
2022-11-04 14:06:31.163592,file.txt,OPEN
2022-11-04 14:06:31.163592,file.txt,CLOSE
2022-11-04 14:08:00.961315,file.txt,OPEN
2022-11-04 14:08:00.961315,file.txt,CLOSE
2022-11-04 14:08:44.581262,file.txt,OPEN
2022-11-04 14:08:44.581262,file.txt,CLOSE
2022-11-04 14:11:00.147122,file.txt,OPEN
2022-11-04 14:11:00.147122,file.txt,CLOSE
